name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Nepal,2023-12-07,59,50,54.1,59,50,54.1,50.4,87.4,0,0,0,rain,0,0,12.1,5.8,162.8,1020.2,83.2,2.7,61.3,5.3,2,10,2023-12-07T06:41:12,2023-12-07T17:08:41,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-08,68,48.2,55.3,68,47.3,55.2,48.2,79.1,0,0,0,rain,0,0,17.4,9.2,263.9,1018.5,45.6,3.3,134.9,11.8,7,10,2023-12-08T06:41:54,2023-12-08T17:08:51,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-09,68,46.4,55.2,68,45.3,55.1,46.6,75.6,0,0,0,rain,0,0,15.9,11.4,241.2,1018.7,51.6,4.2,129.9,11.2,5,10,2023-12-09T06:42:37,2023-12-09T17:09:02,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-10,66.2,44.6,54.1,66.2,44.6,54,44.9,73.6,0,0,0,,0,0,15.7,8.1,219.5,1017.2,33.4,4.3,151.5,13.1,6,10,2023-12-10T06:43:18,2023-12-10T17:09:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-11,66.2,46.4,54.6,66.2,45.3,54.5,45.6,73.7,0,0,0,,0,0,15,10.3,201.5,1019.3,46.1,4,113.5,9.7,5,10,2023-12-11T06:43:59,2023-12-11T17:09:29,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-12,66.2,44.6,54.6,66.2,42.1,54.4,44.7,72,0.004,100,4.17,rain,0,0,16.8,9.2,184.9,1018,45.9,4.5,133.2,11.4,6,10,2023-12-12T06:44:39,2023-12-12T17:09:45,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"44454099999,VNKT,remote"
Nepal,2023-12-13,64.4,44.6,53.5,64.4,43.2,53.4,44.2,72.8,0,0,0,rain,0,0,15.7,10.3,245.1,1018.2,48.2,4.2,158.5,13.7,6,10,2023-12-13T06:45:18,2023-12-13T17:10:02,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-14,66.2,42.8,52.6,66.2,41.2,52.3,44.4,76.7,0,0,0,,0,0,13.4,10.3,202.5,1019.7,39.4,4.2,150.6,13,6,10,2023-12-14T06:45:56,2023-12-14T17:10:21,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-15,64.4,44.6,52.6,64.4,43.2,52.4,45.5,78.7,0,0,0,,0,0,14.8,8.1,219.4,1021.5,31.8,3.6,169.1,14.6,7,10,2023-12-15T06:46:34,2023-12-15T17:10:41,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-16,64.4,46.4,53.8,64.4,45.3,53.8,45,74.2,0,0,0,,0,0,15.4,6.9,232.3,1019.9,60.5,3.5,167.9,14.5,6,10,2023-12-16T06:47:10,2023-12-16T17:11:03,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-17,68,48.2,55.7,68,48.2,55.7,45.9,71.9,0,0,0,,0,0,15.2,9.2,174.3,1020.5,52.9,3.7,154.9,13.4,6,10,2023-12-17T06:47:46,2023-12-17T17:11:26,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-18,66.2,48.2,54.1,66.2,47.3,54,44.7,72.8,0,0,0,,0,0,16.1,10.3,243.6,1021.2,50,4.2,171.5,14.8,7,10,2023-12-18T06:48:21,2023-12-18T17:11:50,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-19,64.4,42.8,52.1,64.4,41.2,51.9,42.4,72.4,0,0,0,,0,0,15.9,8.1,199.1,1022,42.3,4.2,152.2,13.1,6,10,2023-12-19T06:48:55,2023-12-19T17:12:16,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-20,66.2,42.8,51.9,66.2,42.8,51.7,42.8,73.7,0,0,0,,0,0,14.5,6.9,260.5,1022.6,59.1,4.4,153.8,13.3,6,10,2023-12-20T06:49:27,2023-12-20T17:12:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote"
Nepal,2023-12-21,68,41,52.9,68,37.9,52.6,41.8,69.6,0,0,0,,0,0,14.8,9.2,230.6,1021.1,43.1,3.8,173.3,14.9,7,10,2023-12-21T06:49:59,2023-12-21T17:13:11,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-22,66.2,42.8,53.1,66.2,41.2,52.9,42.1,69.2,0,0,0,,0,0,14.1,8.1,223.7,1021.6,62.5,4,165.4,14.2,7,10,2023-12-22T06:50:29,2023-12-22T17:13:41,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-23,68,44.6,54,68,43.2,53.8,42.9,68.9,0,0,0,,0,0,13.6,5.8,152.8,1024.3,43.6,3.7,141.9,12.3,6,10,2023-12-23T06:50:59,2023-12-23T17:14:11,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-24,66.2,42.8,52.8,66.2,41.2,52.5,43.4,72.6,0,0,0,,0,0,17.9,10.3,276.9,1024.6,27.1,4.5,159.4,13.7,6,10,2023-12-24T06:51:27,2023-12-24T17:14:43,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote"
Nepal,2023-12-25,66.2,42.8,53.6,66.2,40,53.3,44.4,73.4,0,0,0,,0,0,13.6,11.4,151.1,1023.5,33.4,4.4,174.4,14.9,7,10,2023-12-25T06:51:54,2023-12-25T17:15:16,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-26,68,42.8,54.7,68,40,54.4,46.6,76.2,0,0,0,,0,0,13.2,6.9,162.1,1023.2,29.9,4.2,174.8,15,7,10,2023-12-26T06:52:19,2023-12-26T17:15:51,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-27,68,48.2,55.6,68,47.3,55.6,47,75.5,0,0,0,rain,0,0,14.8,8.1,187.4,1024,38.4,4.3,168,14.5,6,10,2023-12-27T06:52:44,2023-12-27T17:16:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-28,68,48.2,56.1,68,48.2,56.1,47,73.9,0,0,0,rain,0,0,13.2,8.1,208.2,1022.9,60.2,4.1,134.7,11.5,5,10,2023-12-28T06:53:07,2023-12-28T17:17:02,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-29,68,46.4,55.6,68,45.3,55.5,46.9,74.8,0,0,0,,0,0,12.1,8.1,229.2,1023.1,31.6,4,160.3,13.7,6,10,2023-12-29T06:53:28,2023-12-29T17:17:40,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-30,68,44.6,54.6,68,43.2,54.4,46.5,76.1,0,0,0,,0,0,13.2,11.4,244.1,1021.5,29.6,5.2,152.2,12.9,6,10,2023-12-30T06:53:49,2023-12-30T17:18:18,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote"
Nepal,2023-12-31,68,46.4,54.7,68,45.3,54.5,45.8,74.7,0,0,0,,0,0,13.9,10.3,209.6,1021.1,31.6,4.4,153.3,13,6,10,2023-12-31T06:54:08,2023-12-31T17:18:57,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
